seed,episodes_done,total_time_s,avg_reward_per_ep,std_reward_per_ep,avg_time_per_ep,total_forward_calls,total_backward_calls
0,10,270.1047115325928,-2.0,23.15167380558045,27.010471153259278,5178,1726
