seed,episodes_done,total_time_s,avg_reward_per_ep,std_reward_per_ep,avg_time_per_ep,total_forward_calls,total_backward_calls
0,50,0.1536877155303955,-12.0,16.24807680927192,0.00307375431060791,6619,6619
